id,type,source,target
909279,/,220814,221562
909280,\,221563,220814
909281,/,220814,221563
909282,\,221564,220814
909283,/,220814,221564
909284,\,221566,220814
909285,/,220814,221566
909286,\,221561,220814
909287,/,220814,221561
909288,\,221608,220814
909289,/,220814,221608
909290,\,221609,220814
909291,/,220814,221609
909292,\,221598,220814
909293,/,220814,221598
909294,\,221653,220814
909295,/,220814,221653
909296,\,221640,220814
909297,/,220814,221640
909298,\,221645,220814
909299,/,220814,221645
909300,\,221656,220814
909301,/,220814,221656
909302,\,221658,220814
909303,/,220814,221658
909304,\,221671,220814
909305,/,220814,221671
909306,\,221660,220814
909307,/,220814,221660
909308,\,221659,220814
909309,/,220814,221659
909310,\,221675,220814
909311,/,220814,221675
909312,\,221673,220814
909313,/,220814,221673
909314,\,221665,220814
909315,/,220814,221665
909316,\,221650,220814
909317,/,220814,221650
909318,\,221651,220814
909319,/,220814,221651
909320,\,221648,220814
909321,/,220814,221648
909322,\,221626,220814
909323,/,220814,221626
909324,\,221622,220814
909325,/,220814,221622
909326,\,221619,220814
909327,/,220814,221619
909328,\,221618,220814
909329,/,220814,221618
909330,\,221634,220814
909331,/,220814,221634
909332,\,221636,220814
909333,/,220814,221636
909334,\,221621,220814
909335,/,220814,221621
909336,\,221633,220814
909337,/,220814,221633
909338,\,221629,220814
909339,/,220814,221629
909340,\,221630,220814
909341,/,220814,221630
909342,\,221637,220814
909343,/,220814,221637
909344,\,221683,220814
909345,/,220814,221683
909346,\,221676,220814
909347,/,220814,221676
909348,\,221682,220814
909349,/,220814,221682
909350,\,221686,220814
909351,/,220814,221686
909352,\,221001,221000
909353,/,221000,221001
909354,\,221002,221000
909355,/,221000,221002
909356,\,221003,221002
909357,/,221002,221003
909358,\,221004,221000
909359,/,221000,221004
909360,\,221005,221000
909361,/,221000,221005
909362,\,221006,221000
909363,/,221000,221006
909364,\,221011,221000
909365,/,221000,221011
909366,\,221012,221000
909367,/,221000,221012
909368,\,221014,221000
909369,/,221000,221014
909370,\,221013,221000
909371,/,221000,221013
909372,\,221010,221000
909373,/,221000,221010
909374,\,221034,221032
909375,/,221032,221034
909376,\,221033,221034
909377,/,221034,221033
909378,\,220921,220950
909379,/,220950,220921
909380,\,220933,220950
909381,/,220950,220933
909382,\,220954,220951
909383,/,220951,220954
909384,\,220942,220941
909385,/,220941,220942
909386,\,220943,220941
909387,/,220941,220943
909388,\,220944,220941
909389,/,220941,220944
909390,\,220939,220937
909391,/,220937,220939
909392,\,220938,220937
909393,/,220937,220938
909394,\,220850,220849
909395,/,220849,220850
909396,\,220852,220850
909397,/,220850,220852
909398,\,456381,220849
909399,/,220849,456381
909400,\,220872,220849
909401,/,220849,220872
909402,\,220873,220849
909403,/,220849,220873
909404,\,221326,221337
909405,/,221337,221326
909406,\,221327,221337
909407,/,221337,221327
909408,\,221322,221304
909409,/,221304,221322
909410,\,221310,221304
909411,/,221304,221310
909412,\,221309,221304
909413,/,221304,221309
909414,\,221318,221304
909415,/,221304,221318
909416,\,221305,221304
909417,/,221304,221305
909418,\,221308,221304
909419,/,221304,221308
909420,\,221306,221304
909421,/,221304,221306
909422,\,221307,221304
909423,/,221304,221307
909424,\,221313,221304
909425,/,221304,221313
909426,\,221314,221304
909427,/,221304,221314
909428,\,221315,221304
909429,/,221304,221315
909430,\,221321,221304
909431,/,221304,221321
909432,\,221319,221304
909433,/,221304,221319
909434,\,221316,221304
909435,/,221304,221316
909436,\,221317,221304
909437,/,221304,221317
909438,\,221320,221304
909439,/,221304,221320
909440,\,221311,221304
909441,/,221304,221311
909442,\,221312,221311
909443,/,221311,221312
909444,\,220898,220897
909445,/,220897,220898
909446,\,220887,220897
909447,/,220897,220887
909448,\,220886,220887
909449,/,220887,220886
909450,\,220962,220893
909451,/,220893,220962
909452,\,221123,221122
909453,/,221122,221123
909454,\,221125,221122
909455,/,221122,221125
909456,\,221184,221122
909457,/,221122,221184
909458,\,221188,221122
909459,/,221122,221188
909460,\,221187,221188
909461,/,221188,221187
909462,\,221186,221122
909463,/,221122,221186
909464,\,221189,221122
909465,/,221122,221189
909466,\,221126,221114
909467,/,221114,221126
909468,\,221116,221114
909469,/,221114,221116
909470,\,221181,221114
909471,/,221114,221181
909472,\,221133,221134
909473,/,221134,221133
909474,\,221183,221193
909475,/,221193,221183
909476,\,221147,221145
909477,/,221145,221147
909478,\,221152,221151
909479,/,221151,221152
909480,\,221178,221177
909481,/,221177,221178
909482,\,220830,220833
909483,/,220833,220830
909484,\,220825,220836
909485,/,220836,220825
909486,\,221085,221053
909487,/,221053,221085
909488,\,221058,221057
909489,/,221057,221058
909490,\,221092,221091
909491,/,221091,221092
909492,\,221093,221091
909493,/,221091,221093
909494,\,221075,221073
909495,/,221073,221075
909496,\,221079,221073
909497,/,221073,221079
909498,\,221080,221073
909499,/,221073,221080
909500,\,456384,221073
909501,/,221073,456384
909502,\,221071,221073
909503,/,221073,221071
909504,\,221072,221073
909505,/,221073,221072
909506,\,221220,221218
909507,/,221218,221220
909508,\,221223,221220
909509,/,221220,221223
909510,\,221219,221218
909511,/,221218,221219
909514,\,221230,221228
909515,/,221228,221230
909516,\,221229,221228
909517,/,221228,221229
909518,\,221204,221203
909519,/,221203,221204
909520,\,221205,221203
909521,/,221203,221205
909522,\,221206,221203
909523,/,221203,221206
909524,\,221201,221203
909525,/,221203,221201
909526,\,221696,221203
909527,/,221203,221696
909528,\,221202,221203
909529,/,221203,221202
909530,\,221213,221212
909531,/,221212,221213
909532,\,221209,221212
909533,/,221212,221209
909534,\,221389,221340
909535,/,221340,221389
909536,\,221391,221340
909537,/,221340,221391
909538,\,221390,221391
909539,/,221391,221390
909540,\,221393,221340
909541,/,221340,221393
909542,\,221392,221393
909543,/,221393,221392
909544,\,221374,221340
909545,/,221340,221374
909546,\,221366,221369
909547,/,221369,221366
909548,\,221347,221401
909549,/,221401,221347
909550,\,221348,221401
909551,/,221401,221348
909552,\,221402,221401
909553,/,221401,221402
909554,\,221398,221400
909555,/,221400,221398
909556,\,221352,221351
909557,/,221351,221352
909558,\,221356,221376
909559,/,221376,221356
909560,\,221381,221376
909561,/,221376,221381
909562,\,221382,221376
909563,/,221376,221382
909564,\,221440,221439
909565,/,221439,221440
909566,\,221441,221440
909567,/,221440,221441
909568,\,221447,221446
909569,/,221446,221447
909570,\,221444,221446
909571,/,221446,221444
909572,\,221428,221464
909573,/,221464,221428
909574,\,221427,221428
909575,/,221428,221427
909576,\,221433,221464
909577,/,221464,221433
909578,\,221437,221464
909579,/,221464,221437
909580,\,221438,221464
909581,/,221464,221438
909582,\,221430,221464
909583,/,221464,221430
909584,\,221432,221430
909585,/,221430,221432
909586,\,221436,221464
909587,/,221464,221436
909588,\,221435,221464
909589,/,221464,221435
909590,\,221462,221464
909591,/,221464,221462
909592,\,221463,221464
909593,/,221464,221463
909594,\,221453,221452
909595,/,221452,221453
909596,\,221451,221452
909597,/,221452,221451
909598,\,221471,221472
909599,/,221472,221471
909600,\,221475,221476
909601,/,221476,221475
909602,\,221474,221475
909603,/,221475,221474
909604,\,221477,221476
909605,/,221476,221477
909606,\,221478,221476
909607,/,221476,221478
909608,\,221238,221254
909609,/,221254,221238
909610,\,221255,221254
909611,/,221254,221255
909612,\,221239,221254
909613,/,221254,221239
909614,\,221253,221254
909615,/,221254,221253
909616,\,221240,221293
909617,/,221293,221240
909618,\,221288,221293
909619,/,221293,221288
909620,\,221699,221293
909621,/,221293,221699
909622,\,221289,221293
909623,/,221293,221289
909624,\,221700,221293
909625,/,221293,221700
909626,\,221290,221293
909627,/,221293,221290
909628,\,221701,221293
909629,/,221293,221701
909630,\,221242,221294
909631,/,221294,221242
909632,\,221243,221294
909633,/,221294,221243
909634,\,221295,221294
909635,/,221294,221295
909636,\,221297,221294
909637,/,221294,221297
909638,\,221269,221267
909639,/,221267,221269
909640,\,221268,221267
909641,/,221267,221268
909642,\,221283,221284
909643,/,221284,221283
909644,\,220960,220957
909645,/,220957,220960
909646,\,220966,220968
909647,/,220968,220966
909648,\,221704,221688
909649,/,221688,221704
909650,\,221702,221704
909651,/,221704,221702
909652,\,221703,221704
909653,/,221704,221703
909654,\,221705,221688
909655,/,221688,221705
909656,\,221706,221688
909657,/,221688,221706
909658,\,221707,221688
909659,/,221688,221707
909660,\,456406,221688
909661,/,221688,456406
909662,\,456409,221688
909663,/,221688,456409
909664,\,221534,221532
909665,/,221532,221534
909666,\,221535,221532
909667,/,221532,221535
909668,\,221529,456404
909669,/,456404,221529
909670,\,221530,456404
909671,/,456404,221530
909672,\,221531,456404
909673,/,456404,221531
909674,\,221716,221714
909675,/,221714,221716
909676,\,221717,221714
909677,/,221714,221717
909678,\,221725,221726
909679,/,221726,221725
909680,\,221724,221720
909681,/,221720,221724
909682,\,221721,221720
909683,/,221720,221721
909684,\,221722,221720
909685,/,221720,221722
909686,\,221723,221720
909687,/,221720,221723
909688,\,221729,221727
909689,/,221727,221729
909690,\,221728,221727
909691,/,221727,221728
909692,\,456412,221727
909693,/,221727,456412
909694,\,220771,220769
909695,/,220769,220771
909696,\,220772,220769
909697,/,220769,220772
909698,\,220773,220769
909699,/,220769,220773
909700,\,220709,220769
909701,/,220769,220709
909702,\,221523,221522
909703,/,221522,221523
909704,\,221528,221522
909705,/,221522,221528
909706,\,221524,221527
909707,/,221527,221524
909708,\,221525,221527
909709,/,221527,221525
909710,\,221547,221484
909711,/,221484,221547
909712,\,221546,221547
909713,/,221547,221546
909714,\,221610,221611
909715,/,221611,221610
909716,\,221556,221553
909717,/,221553,221556
909718,\,221576,221569
909719,/,221569,221576
909720,\,221588,221569
909721,/,221569,221588
909722,\,221575,221569
909723,/,221569,221575
909724,\,221570,221569
909725,/,221569,221570
909726,\,221571,221569
909727,/,221569,221571
909728,\,221572,221569
909729,/,221569,221572
909730,\,221574,221569
909731,/,221569,221574
909732,\,221573,221569
909733,/,221569,221573
909734,\,221582,221569
909735,/,221569,221582
909736,\,221577,221569
909737,/,221569,221577
909738,\,221583,221569
909739,/,221569,221583
909740,\,221584,221569
909741,/,221569,221584
909742,\,221579,221569
909743,/,221569,221579
909744,\,221578,221569
909745,/,221569,221578
909746,\,221580,221569
909747,/,221569,221580
909748,\,221587,221569
909749,/,221569,221587
909750,\,221585,221569
909751,/,221569,221585
909752,\,221586,221585
909753,/,221585,221586
909754,\,221589,221569
909755,/,221569,221589
909756,\,456407,221604
909757,/,221604,456407
909758,\,221605,221604
909759,/,221604,221605
909760,\,221606,221604
909761,/,221604,221606
909762,\,221594,221593
909763,/,221593,221594
909764,\,221616,221615
909765,/,221615,221616
909766,\,221599,221596
909767,/,221596,221599
909768,\,221662,221596
909769,/,221596,221662
909770,\,221643,221642
909771,/,221642,221643
909772,\,221649,221642
909773,/,221642,221649
909774,\,221647,221649
909775,/,221649,221647
909776,\,221668,221667
909777,/,221667,221668
909778,\,221663,221661
909779,/,221661,221663
909780,\,221664,221666
909781,/,221666,221664
909782,\,221679,221677
909783,/,221677,221679
909784,\,221680,221679
909785,/,221679,221680
909786,\,221494,221491
909787,/,221491,221494
909788,\,221493,221491
909789,/,221491,221493
909790,\,221499,221491
909791,/,221491,221499
909792,\,221495,221491
909793,/,221491,221495
909794,\,221501,221491
909795,/,221491,221501
909796,\,221489,221492
909797,/,221492,221489
909798,\,221502,221492
909799,/,221492,221502
909800,\,221504,221492
909801,/,221492,221504
909802,\,221506,221492
909803,/,221492,221506
909804,\,221505,221492
909805,/,221492,221505
909806,\,221510,221492
909807,/,221492,221510
909808,\,221512,221492
909809,/,221492,221512
909810,\,221511,221492
909811,/,221492,221511
909812,\,221513,221492
909813,/,221492,221513
909814,\,221509,221492
909815,/,221492,221509
909816,\,221503,221492
909817,/,221492,221503
909818,\,221517,221492
909819,/,221492,221517
909820,\,221515,221492
909821,/,221492,221515
909822,\,221516,221492
909823,/,221492,221516
909824,\,221508,221492
909825,/,221492,221508
909826,\,221545,221544
909827,/,221544,221545
909828,\,220776,220810
909829,/,220810,220776
909830,\,220777,220810
909831,/,220810,220777
909832,\,220775,220810
909833,/,220810,220775
909834,\,220805,220810
909835,/,220810,220805
909836,\,220806,220810
909837,/,220810,220806
909838,\,220807,220810
909839,/,220810,220807
909840,\,220813,220810
909841,/,220810,220813
909842,\,220811,220810
909843,/,220810,220811
909844,\,220812,220810
909845,/,220810,220812
909846,\,220808,220810
909847,/,220810,220808
909848,\,220809,220810
909849,/,220810,220809
909850,\,220801,220804
909851,/,220804,220801
909852,\,220803,220804
909853,/,220804,220803
909856,\,456379,220782
909857,/,220782,456379
909858,\,220780,220782
909859,/,220782,220780
909860,\,220786,220782
909861,/,220782,220786
909862,\,220788,220782
909863,/,220782,220788
909864,\,220787,220782
909865,/,220782,220787
909866,\,220789,220782
909867,/,220782,220789
909868,\,220791,220782
909869,/,220782,220791
909870,\,220781,220782
909871,/,220782,220781
909872,\,220794,220782
909873,/,220782,220794
909874,\,220797,220782
909875,/,220782,220797
909876,\,220779,220782
909877,/,220782,220779
909878,\,220792,220782
909879,/,220782,220792
909880,\,220793,220782
909881,/,220782,220793
909882,\,415219,220782
909883,/,220782,415219
909884,\,220798,220782
909885,/,220782,220798
