03,शारिकानाथ,n,n-----m--a,,,,/ɕɑː.ɹi.kɑː.nɑː.t̪ʰə/,शारिका-नाथ,0
428634,127210,शूरमठ,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शूरमठ",/ɕuː.ɹə.mə.ʈʰə/,शू॔र-मठ,0
428635,,शूरम्मन्य,a,ap----a--a,,,,/ɕuː.ɹəm.mən.jə/,शू॔र-म्-मन्य,0
428636,126521,शूरमान,n,n-----n--a,,,,/ɕuː.ɹə.mɑː.nə/,शू॔र-मान,0
428637,,शूरमानिन्,a,ap----a--n,,,,/ɕuː.ɹə.mɑː.nin/,शू॔र-मानिन्,0
428638,126523,शूरमूर्धमय,a,ap----a--a,,ap----f--ī=>ी,,/ɕuː.ɹə.muːɹ.d̪ʰə.mə.jə/,शू॔र-मूर्ध-मय,0
428639,,शूरपत्नी,n,n-----f--ī,,,,/ɕuː.ɹə.ˈpət̪.niː/,शू॔र-पत्नी,0
428640,126516,शूरपुर,n,n-----n--a,,,,/ɕuː.ɹə.pu.ɹə/,शू॔र-पुर,0
428641,127209,शूरपुत्रा,n,n-----f--ā,,,,/ɕuː.ɹə.ˈput̪.ɹɑː/,शू॔र-पुत्रा,0
428642,127214,शूरसेन,n,n-----m--a,,,,/ɕuː.ɹə.seː.nə/,शू॔र-सेन,0
428643,127215,शूरसेना,n,n-----f--ā,,,,/ɕuː.ɹə.seː.nɑː/,शू॔र-सेना,0
428644,127216,शूरसेनी,n,n-----f--ī,,,,/ɕuː.ɹə.seː.niː/,शू॔र-सेनी,0
428645,126529,शूरसिंह,n,n-----m--a,,,,/ɕuː.ɹə.ˈsĩ.ɦə/,शू॔र-सिंह,0
428646,127213,शूरसाति,n,n-----f--i,,,,/ɕuː.ɹə.sɑː.t̪i/,शू॔र-साति,0
428647,126512,शूरतम,a,ap----a--a,,,,/ɕuː.ɹə.t̪ə.mə/,शू॔र-तम,0
428648,126513,शूरतर,a,ap----a--a,,,,/ɕuː.ɹə.t̪ə.ɹə/,शू॔र-तर,0
428649,,शूरत्व,n,n-----n--a,,,,/ɕuː.ˈɹət̪.ʋə/,शू॔र-त्व,0
428650,,शूरता,n,n-----f--ā,,,,/ɕuː.ɹə.t̪ɑː/,शू॔र-ता,0
428651,126525,शूरवर्मन्,n,n-----m--n,,,,/ɕuː.ɹə.ˈʋəɹ.mən/,शू॔र-वर्मन्,0
428652,126527,शूरविद्य,a,ap----a--a,,,,/ɕuː.ɹə.ˈʋid̪.jə/,शू॔र-विद्य,0
428653,126526,शूरवाक्य,n,n-----n--a,,,,/ɕuː.ɹə.ʋɑːk.jə/,शू॔र-वाक्य,0
428654,127211,शूरवीर,a,ap----a--a,,,,/ɕuː.ɹə.ʋiː.ɹə/,शू॔र-वीर,0
428655,127212,शूरवीर,n,n-----m--a,,,,/ɕuː.ɹə.ʋiː.ɹə/,शू॔र-वीर,0
428657,126528,शूरश्लोक,n,n-----m--a,,,,/ɕuːɹəɕloːkə/,शू॔र-श्लोक,0
428658,127206,शूरंगम,n,n-----m--a,,,,/ɕuː.ɹəŋ.gə.mə/,शू॔र-ं-गम,0
428659,,शूरंगमसमाधिनिर्देश,n,n-----m--a,,,,/ɕuː.ɹəŋ.gə.mə.sə.mɑː.d̪ʰi.ˈniɹ.d̪eː.ɕə/,शू॔र-ं-गम-समाधि-निर्देश,0
428660,127217,शूरण,a,ap----a--a,,,,/ɕuː.ɹə.ɳə/,शूरण,0
428661,127218,शूरण,n,n-----m--a,,,,/ɕuː.ɹə.ɳə/,शूरण,0
428663,126533,शूरणोद्भुज,n,n-----m--a,,,,/ɕuː.ɹə.ɳoːd̪.bʱu.d͡ʑə/,शूरणोद्भुज,0
428664,126532,शूरेश्वर,n,n-----m--a,,,,/ɕuːɹeːɕʋəɹə/,शूरेश्वर,0
428665,126549,शूर्म,n,n-----m--a,,,,/ɕuːɹ.mə/,शूर्म,0
428666,,शूर्मि,a,ap----a--i,,ap----f--ī=>ी ap----f--ā=>िका,,/ɕuːɹ.mi/,शूर्मि,0
428667,,शूर्प्,v,v----a--0-,,,,/ɕuːɹp/,शूर्प्,0
428668,127219,शूर्प,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शूर्प",/ɕuːɹ.pə/,शू॔र्प,0
428669,,शूर्पग्राह,a,ap----a--a,,ap----f--ī=>ी,,/ɕuːɹ.ˈpəg.ɹɑː.ɦə/,शू॔र्प-ग्राह,0
428670,210117,शूर्पक,n,n-----m--a,,,,/ɕuːɹ.pə.kə/,शूर्पक,0
428672,127222,शूर्पकर्ण,n,n-----m--a,,,,/ɕuːɹ.pə.ˈkəɹ.ɳə/,शू॔र्प-कर्ण,0
428674,,शूर्पकर्ण,a,ap----a--a,,,,/ɕuːɹ.pə.ˈkəɹ.ɳə/,शू॔र्प-कर्ण,0
428675,,शूर्पकर्णपुट,a,ap----a--a,,,,/ɕuːɹ.pə.ˈkəɹ.ɳə.pu.ʈə/,शू॔र्प-कर्ण-पुट,0
428676,126536,शूर्पखारी,n,n-----f--ī,,,,/ɕuːɹ.pə.kʰɑː.ɹiː/,शू॔र्प-खारी,0
428677,126548,शूर्पकारि,n,n-----m--i,,,,/ɕuːɹ.pə.kɑː.ɹi/,शूर्पकारि,0
428678,126547,शूर्पकाराति,n,n-----m--i,,,,/ɕuːɹ.pə.kɑː.ɹɑː.t̪i/,शूर्पकाराति,0
428679,126539,शूर्पनिष्पाव,n,n-----m--a,,,,/ɕuːɹ.pə.ˈniʂ.pɑː.ʋə/,शू॔र्प-निष्पाव,0
428680,126540,शूर्पपर्णी,n,n-----f--ī,,,,/ɕuːɹ.pə.ˈpəɹ.ɳiː/,शू॔र्प-पर्णी,0
428681,127224,शूर्पपुट,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शूर्पपुट",/ɕuːɹ.pə.pu.ʈə/,शू॔र्प-पुट,0
428682,126542,शूर्पविणा,n,n-----f--ā,,,,/ɕuːɹ.pə.ʋi.ɳɑː/,शू॔र्प-विणा,0
428683,,शूर्पवात,n,n-----m--a,,,,/ɕuːɹ.pə.ʋɑː.t̪ə/,शू॔र्प-वात,0
428684,126543,शूर्पश्रुति,n,n-----m--i,,,,/ɕuːɹpəɕɹut̪i/,शू॔र्प-श्रुति,0
428685,126538,शूर्पणखा,n,n-----f--ā,,,,/ɕuːɹ.pə.ɳə.kʰɑː/,शू॔र्प-णखा,0
428686,127223,शूर्पणाय,n,n-----m--a,,,,/ɕuːɹ.pə.ɳɑː.jə/,शू॔र्प-णाय,0
428687,,शूर्पणायीय,a,ap----a--a,,,,/ɕuːɹ.pə.ɳɑː.jiː.jə/,शू॔र्प-णायीय,0
428688,126545,शूर्पाद्रि,n,n-----m--i,,,,/ɕuːɹ.pɑːd̪.ɹi/,शूर्पाद्रि,0
428689,,शूर्पाकार,a,ap----a--a,,,,/ɕuːɹ.pɑː.kɑː.ɹə/,शूर्पाकार,0
428690,127226,शूर्पारक,n,n-----n--a,,,,/ɕuːɹ.pɑː.ɹə.kə/,शूर्पारक,0
428691,127225,शूर्पारक,n,n-----m--a,,,,/ɕuːɹ.pɑː.ɹə.kə/,शूर्पारक,0
428693,127220,शूर्पी,n,n-----f--ī,,,,/ɕuːɹ.piː/,शू॔र्पी,0
428694,126535,शूर्त,a,ap----a--a,,,,/ɕuːɹ.t̪ə/,शूर्त॔,0
428695,126530,शूराचार्य,n,n-----m--a,,,,/ɕuː.ɹɑː.t͡ɕɑːɹ.jə/,शूराचार्य,0
428696,126531,शूरादित्य,n,n-----m--a,,,,/ɕuː.ɹɑː.ˈd̪it̪.jə/,शूरादित्य,0
428697,,शूरीकृ,v,v----a--8-,,,,/ɕuː.ɹiː.kɹ̩/,शूरी-कृ,0
428698,126534,शूर्ण,a,ap----a--a,,,,/ɕuːɹ.ɳə/,शूर्ण,0
428699,126406,शूथ,n,n-----m--a,,,,/ɕuː.t̪ʰə/,शूथ,0
428700,126462,शूतिपर्ण,n,n-----m--a,,,,/ɕuː.t̪i.ˈpəɹ.ɳə/,शूतिपर्ण,0
428701,126463,शूत्कार,n,n-----m--a,,,,/ɕuːt̪.kɑː.ɹə/,शूत्-कार,0
428702,,शूष्,v,v----a--1-,,,,/ɕuːʂ/,शूष्,0
428704,127265,शूष,n,n-----m--a,,,,/ɕuː.ʂə/,शूष॔,0
428705,127266,शूष,n,n-----n--a,,,,/ɕuː.ʂə/,शूष॔,0
428708,127264,शूष,a,ap----a--a,,,,/ɕuː.ʂə/,शूष॔,0
428709,126593,शूष्य,a,ap----a--a,,,,/ɕuːʂ.jə/,शूष्य॔,0
428710,126701,शृद्ध,a,ap----a--a,,,,/ˈɕɹ̩d̪.d̪ʰə/,शृद्ध,0
428711,,शृध्,v,v----a--1- v----d--1-,,,,/ɕɹ̩d̪ʰ/,शृध्,0
428712,,शृधु,a,ap----c--u,,,,/ɕɹ̩.d̪ʰu/,शृधु,0
428713,126703,शृध्या,n,n-----f--ā,,,,/ˈɕɹ̩d̪ʰ.jɑː/,शृध्या॔,0
428714,,शृधू,n,n-----f--ū,,,,/ɕɹ̩.d̪ʰuː/,शृधू,0
428715,126594,शृगाल,n,n-----m--a,,,,/ɕɹ̩.gɑː.lə/,शृगाल,0
428716,127321,शृत,n,n-----n--a,,,,/ɕɹ̩.t̪ə/,शृत॔,0
428717,127320,शृत,a,ap----a--a,,,,/ɕɹ̩.t̪ə/,शृत॔,0
428718,126687,शृतकाम,a,ap----a--a,,,,/ɕɹ̩.t̪ə.kɑː.mə/,शृत॔-काम,0
428719,,शृतम्,r,rp--------,,,,/ɕɹ̩.t̪əm/,शृत॔म्,0
428720,126689,शृतपा,a,ap----a--ā,,,,/ɕɹ̩.t̪ə.pɑː/,शृत॔-पा॔,0
428721,126690,शृतपाक,a,ap----a--a,,,,/ɕɹ̩.t̪ə.pɑː.kə/,शृत॔-पा॔क,0
428722,126688,शृतत्व,n,n-----n--a,,,,/ɕɹ̩.ˈt̪ət̪.ʋə/,शृत॔-त्व॔,0
428723,126691,शृतशीत,a,ap----a--a,,,,/ɕɹ̩.t̪ə.ɕiː.t̪ə/,शृत॔-शीत,0
428724,126695,शृतंकर्तृ,a,ap----a--r,,,,/ɕɹ̩.t̪əŋ.ˈkəɹ.t̪ɹ̩/,शृत॔ं-कर्तृ॔,0
428725,126696,शृतंकार,n,n-----m--a,,,,/ɕɹ̩.t̪əŋ.kɑː.ɹə/,शृत॔ं-कार,0
428726,126697,शृतंकृत,a,ap----a--a,,,,/ɕɹ̩.t̪əŋ.kɹ̩.t̪ə/,शृत॔ं-कृत,0
428727,126698,शृतंकृत्य,a,ap----a--a,,,,/ɕɹ̩.t̪əŋ.ˈkɹ̩t̪.jə/,शृत॔ं-कृत्य,0
428728,126694,शृतोष्ण,a,ap----a--a,,,,/ɕɹ̩.t̪oːʂ.ɳə/,शृतोष्ण,0
428729,126692,शृतातङ्क्य,a,ap----a--a,,,,/ɕɹ̩.t̪ɑː.t̪əŋ.kjə/,शृतातङ्क्य॔,0
428730,126693,शृतावदान,n,n-----n--a,,,,/ɕɹ̩.t̪ɑː.ʋə.d̪ɑː.nə/,शृतावदान,0
428731,127270,शृङ्ग,n,n-----m--a,,,,/ɕɹ̩ŋ.gə/,शृङ्ग,0
428733,208266,शृङ्ग,a,ap----a--a,,ap----f--ā=>ा ap----f--ī=>ी,,/ɕɹ̩ŋ.gə/,शृङ्ग,0
428734,126617,शृङ्गभुज,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.bʱu.d͡ʑə/,शृङ्ग-भुज,0
428735,126613,शृङ्गधर,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.d̪ʰə.ɹə/,शृङ्ग-धर,0
428736,126610,शृङ्गगिरि,n,n-----m--i,,,,/ɕɹ̩ŋ.gə.gi.ɹi/,शृङ्ग-गिरि,0
428737,126611,शृङ्गग्राहिका,n,n-----f--ā,,,,/ɕɹ̩ŋ.ˈgəg.ɹɑː.ɦi.kɑː/,शृङ्ग-ग्राहिका,0
428738,127273,शृङ्गज,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.d͡ʑə/,शृङ्ग-ज,0
428739,127271,शृङ्गज,a,ap----a--a,,,,/ɕɹ̩ŋ.gə.d͡ʑə/,शृङ्ग-ज,0
428740,127272,शृङ्गज,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.d͡ʑə/,शृङ्ग-ज,0
428741,126612,शृङ्गजाह,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.d͡ʑɑː.ɦə/,शृङ्ग-जाह,0
428742,127284,शृङ्गक,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.kə/,शृङ्गक,0
428743,,शृङ्गक,a,ap----a--a,,ap----f--ā=>िका,,/ɕɹ̩ŋ.gə.kə/,शृङ्गक,0
428744,126607,शृङ्गकन्द,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.kən.d̪ə/,शृङ्ग-कन्द,0
428745,126609,शृङ्गकोश,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.koː.ɕə/,शृङ्ग-कोश,0
428746,126608,शृङ्गकूट,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.kuː.ʈə/,शृङ्ग-कूट,0
428747,126633,शृङ्गला,n,n-----f--ā,,,,/ɕɹ̩ŋ.gə.lɑː/,शृङ्गला,0
428748,,शृङ्गमय,a,ap----a--a,,ap----f--ī=>ी,,/ɕɹ̩ŋ.gə.mə.jə/,शृङ्ग-मय,0
428749,126620,शृङ्गमोहिन्,n,n-----m--n,,,,/ɕɹ̩ŋ.gə.moː.ɦin/,शृङ्ग-मोहिन्,0
428750,126619,शृङ्गमूल,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.muː.lə/,शृङ्ग-मूल,0
428751,126615,शृङ्गप्रहारिन्,a,ap----a--n,,,,/ɕɹ̩ŋ.ˈgəp.ɹə.ɦɑː.ɹin/,शृङ्ग-प्रहारिन्,0
428752,126616,शृङ्गप्रिय,n,n-----m--a,,,,/ɕɹ̩ŋ.ˈgəp.ɹi.jə/,शृङ्ग-प्रिय,0
497117,217571,कूजा,n,n-----f--ā,,,,/kuː.d͡ʑɑː/,,0
428753,126614,शृङ्गपुर,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.pu.ɹə/,शृङ्ग-पुर,0
428754,126621,शृङ्गरुह,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.ɹu.ɦə/,शृङ्ग-रुह,0
428755,126625,शृङ्गसुख,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.su.kʰə/,शृङ्ग-सुख,0
428756,126622,शृङ्गवर्जित,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.ˈʋəɹ.d͡ʑi.t̪ə/,शृङ्ग-वर्जित,0
428757,,शृङ्गवत्,n,n-----m--c,,,,/ɕɹ̩ŋ.gə.ʋət̪/,शृङ्ग-वत्,0
428758,127274,शृङ्गवत्,a,ap----a--c,,,,/ɕɹ̩ŋ.gə.ʋət̪/,शृङ्ग-वत्,0
428759,127277,शृङ्गवेर,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.ʋeː.ɹə/,शृङ्ग-वेर,0
428760,,शृङ्गवेरचूर्ण,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.ʋeː.ɹə.t͡ɕuːɹ.ɳə/,शृङ्ग-वेर-चूर्ण,0
428761,,शृङ्गवेरकल्क,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.ʋeː.ɹə.ˈkəl.kə/,शृङ्ग-वेर-कल्क,0
428762,,शृङ्गवेरमाहात्म्य,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.ʋeː.ɹə.mɑː.ɦɑːt̪.mjə/,शृङ्ग-वेर-माहात्म्य,0
428763,,शृङ्गवेरपुर,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.ʋeː.ɹə.pu.ɹə/,शृङ्ग-वेर-पुर,0
428764,,शृङ्गवेराभमूलक,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.ʋeː.ɹɑː.bʱə.muː.lə.kə/,शृङ्ग-वेराभ-मूलक,0
428765,127276,शृङ्गवाद्य,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.ʋɑːd̪.jə/,शृङ्ग-वाद्य,0
428766,,शृङ्गवाद्यप्रिय,n,n-----m--a,,,,/ɕɹ̩ŋ.gə.ʋɑːd̪.ˈjəp.ɹi.jə/,शृङ्ग-वाद्य-प्रिय,0
428767,126623,शृङ्गवृष्,n,n-----m--c,,,,/ɕɹ̩ŋ.gə.ʋɹ̩ʂ/,शृङ्ग-वृष्,0
428768,126624,शृङ्गशत,n,n-----n--a,,,,/ɕɹ̩ŋ.gə.ɕə.t̪ə/,शृङ्ग-शत,0
428769,126683,शृङ्गेरि,n,n-----f--i,,,,/ɕɹ̩ŋ.geː.ɹi/,शृङ्गेरि,0
428770,,शृङ्गेरिमठा,n,n-----f--ā,,,,/ɕɹ̩ŋ.geː.ɹi.mə.ʈʰɑː/,शृङ्गेरि-मठा,0
428771,,शृङ्गेरिपुर,n,n-----n--a,,,,/ɕɹ̩ŋ.geː.ɹi.pu.ɹə/,शृङ्गेरि-पुर,0
428772,126684,शृङ्गेरी,n,n-----f--ī,,,,/ɕɹ̩ŋ.geː.ɹiː/,शृङ्गेरी,0
428773,127279,शृङ्गेश्वर,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शृङ्गेश्वर",/ɕɹ̩ŋgeːɕʋəɹə/,शृङ्गेश्वर,0
428774,126677,शृङ्गि,n,n-----f--i,,,,/ɕɹ̩ŋ.gi/,शृङ्गि,0
428775,127313,शृङ्गिक,n,n-----m--a,,,,/ɕɹ̩ŋ.gi.kə/,शृङ्गिक,0
428776,,शृङ्गिक,a,ap----a--a,,ap----f--ā=>िका,,/ɕɹ̩ŋ.gi.kə/,शृङ्गिक,0
428777,127285,शृङ्गिका,n,n-----f--ā,,,,/ɕɹ̩ŋ.gi.kɑː/,शृङ्गिका,0
428787,127317,शृङ्गिन्,a,ap----a--n,,,,/ɕɹ̩ŋ.gin/,शृङ्गिन्,0
428789,,शृङ्गिन्,n,n-----m--n,,,,/ɕɹ̩ŋ.gin/,शृङ्गिन्,0
428791,126678,शृङ्गिपुत्र,n,n-----m--a,,,,/ɕɹ̩ŋ.gi.ˈput̪.ɹə/,शृङ्गि-पुत्र,0
428792,126679,शृङ्गिवर,n,n-----m--a,,,,/ɕɹ̩ŋ.gi.ʋə.ɹə/,शृङ्गि-वर,0
428793,127315,शृङ्गिण,n,n-----m--a,,,,/ɕɹ̩ŋ.gi.ɳə/,शृङ्गिण,0
428794,127314,शृङ्गिण,a,ap----a--a,,,,/ɕɹ̩ŋ.gi.ɳə/,शृङ्गिण,0
428796,127318,शृङ्गिणी,n,n-----f--ī,,,,/ɕɹ̩ŋ.gi.ɳiː/,शृङ्गिणी,0
428799,,शृङ्गोच्छ्राय,n,n-----m--a,,,,/ɕɹ̩ŋ.goːt͡ɕ.t͡ɕʰɹɑː.jə/,शृङ्गोच्छ्राय,0
428800,,शृङ्गोन्नमन,n,n-----n--a,,,,/ɕɹ̩ŋ.goːn.nə.mə.nə/,शृङ्गोन्नमन,0
428801,127282,शृङ्गोन्नति,n,n-----f--i,,,,/ɕɹ̩ŋ.goːn.nə.t̪i/,शृङ्गोन्नति,0
428839,126635,शृङ्गारकोश,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.koː.ɕə/,शृङ्गार-कोश,0
428802,,शृङ्गोन्नत्यधिकार,n,n-----m--a,,,,/ɕɹ̩ŋ.goːn.ˈnət̪.jə.d̪ʰi.kɑː.ɹə/,शृङ्गोन्नत्य्-अधिकार,0
428803,127281,शृङ्गोत्पादन,n,n-----m--a,,,,/ɕɹ̩ŋ.goːt̪.pɑː.d̪ə.nə/,शृङ्गोत्पादन,0
428804,127280,शृङ्गोत्पादन,a,ap----a--a,,,,/ɕɹ̩ŋ.goːt̪.pɑː.d̪ə.nə/,शृङ्गोत्पादन,0
428805,126630,शृङ्गोत्पादिनी,n,n-----f--ī,,,,/ɕɹ̩ŋ.goːt̪.pɑː.d̪i.niː/,शृङ्गोत्पादिनी,0
428806,126632,शृङ्गोष्णीष,n,n-----m--a,,,,/ɕɹ̩ŋ.goːʂ.ɳiː.ʂə/,शृङ्गोष्णीष,0
428807,126686,शृङ्ग्य,a,ap----a--a,,,,/ɕɹ̩ŋ.gjə/,शृङ्ग्य,0
428808,127278,शृङ्गाभिहित,a,ap----a--a,,ap----f--ā=>ा,,/ɕɹ̩ŋ.gɑː.bʱi.ɦi.t̪ə/,शृङ्गाभिहित॔,0
428809,,शृङ्गाग्रप्रहरणाभिमुख,a,ap----a--a,,,,/ɕɹ̩ŋ.gɑːg.ˈɹəp.ɹə.ɦə.ɹə.ɳɑː.bʱi.mu.kʰə/,शृङ्गाग्र-प्रहरणाभिमुख,0
428810,126627,शृङ्गान्तर,n,n-----n--a,,,,/ɕɹ̩ŋ.gɑːn.t̪ə.ɹə/,शृङ्गान्तर,0
428814,127292,शृङ्गार,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə/,शृङ्गार,0
428815,127294,शृङ्गार,n,n-----n--a,,,,/ɕɹ̩ŋ.gɑː.ɹə/,शृङ्गार,0
428816,127295,शृङ्गार,a,ap----a--a,,,,/ɕɹ̩ŋ.gɑː.ɹə/,शृङ्गार,0
428819,126652,शृङ्गारभेदप्रदीप,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.bʱeː.ˈd̪əp.ɹə.d̪iː.pə/,शृङ्गार-भेद-प्रदीप,0
428820,126650,शृङ्गारभाषित,n,n-----n--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.bʱɑː.ʂi.t̪ə/,शृङ्गार-भाषित,0
428821,126651,शृङ्गारभूषण,n,n-----n--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.bʱuː.ʂə.ɳə/,शृङ्गार-भूषण,0
428822,126639,शृङ्गारचन्द्रोदय,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.t͡ɕən.d̪ɹoː.d̪ə.jə/,शृङ्गार-चन्द्रोदय,0
428823,126641,शृङ्गारचेष्टित,n,n-----n--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.t͡ɕeːʂ.ʈi.t̪ə/,शृङ्गार-चेष्टित,0
428824,,शृङ्गारचेष्टा,n,n-----f--ā,,,,/ɕɹ̩ŋ.gɑː.ɹə.t͡ɕeːʂ.ʈɑː/,शृङ्गार-चेष्टा,0
428825,126648,शृङ्गारधारिन्,a,ap----a--n,,,,/ɕɹ̩ŋ.gɑː.ɹə.d̪ʰɑː.ɹin/,शृङ्गार-धारिन्,0
428826,127296,शृङ्गारदीपक,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.d̪iː.pə.kə/,शृङ्गार-दीपक,0
428827,,शृङ्गारदीपिका,n,n-----f--ā,,,,/ɕɹ̩ŋ.gɑː.ɹə.d̪iː.pi.kɑː/,शृङ्गार-दीपिका,0
428828,126637,शृङ्गारगर्व,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.ˈgəɹ.ʋə/,शृङ्गार-गर्व,0
428829,126638,शृङ्गारगुप्त,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.ˈgup.t̪ə/,शृङ्गार-गुप्त,0
428830,126670,शृङ्गारहार,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.ɦɑː.ɹə/,शृङ्गार-हार,0
428831,126674,शृङ्गारैकरस,a,ap----a--a,,,,/ɕɹ̩ŋ.gɑː.ɹɑːi.kə.ɹə.sə/,शृङ्गारैक-रस,0
428832,126642,शृङ्गारजन्मन्,n,n-----m--n,,,,/ɕɹ̩ŋ.gɑː.ɹə.d͡ʑən.mən/,शृङ्गार-जन्मन्,0
428833,126643,शृङ्गारजीवन,n,n-----n--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.d͡ʑiː.ʋə.nə/,शृङ्गार-जीवन,0
428834,127309,शृङ्गारक,n,n-----n--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.kə/,शृङ्गारक,0
428835,127306,शृङ्गारक,a,ap----a--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.kə/,शृङ्गारक,0
428836,127307,शृङ्गारक,n,n-----m--a,,,,/ɕɹ̩ŋ.gɑː.ɹə.kə/,शृङ्गारक,0
