95015,पितरिशूर,n,n-----m--a,,,,/pi.t̪ə.ɹi.ɕuː.ɹə/,पितरि-शूर,0
324980,,प्ररम्,v,v----d--1- v----a--1-,,,,/p.ɹə.ɹəm/,प्र-रम्,0
324981,162984,प्ररप्,v,v----a--1-,,,,/p.ɹə.ɹəp/,प्र-रप्,0
324982,,प्ररप्श्,v,v----a----,,,,/p.ɹə.ɹəpɕ/,प्र-रप्श्,0
324983,,प्ररथम्,r,rp--------,,,,/p.ɹə.ɹə.t̪ʰəm/,प्र-रथम्,0
324984,,प्रर्च्छक,a,ap----a--a,,,,/p.ˈɹəɹt͡ɕ.t͡ɕʰə.kə/,प्रर्च्छक,0
324985,154598,प्ररेचन,n,n-----n--a,,,,/p.ɹə.ɹeː.t͡ɕə.nə/,प्र-रे॔चन,0
324986,,प्ररेज्,v,v----a--1- v----d--1-,,,,/p.ɹə.ɹeːd͡ʑ/,प्र-रेज्,0
324987,155501,प्ररेक,n,n-----m--a,,,,/p.ɹə.ɹeː.kə/,प्र-रेक॔,0
324988,,प्ररिच्,v,v----a--7- v----d--7- v----a--1- v----d--4- v----a--0-,,,,/p.ɹə.ɹit͡ɕ/,प्र-रिच्,0
324989,154597,प्ररिक्वन्,a,ap----a--n,,,,/p.ɹə.ˈɹik.ʋən/,प्र-रि॔क्वन्,0
324991,155502,प्ररोचन,a,ap----a--a,,ap----f--ī=>ी,,/p.ɹə.ɹoː.t͡ɕə.nə/,प्र-रोचन,0
324992,155504,प्ररोचन,n,n-----n--a,,,,/p.ɹə.ɹoː.t͡ɕə.nə/,प्र-रोचन,0
324996,155503,प्ररोचना,n,n-----f--ā,,,,/p.ɹə.ɹoː.t͡ɕə.nɑː/,प्र-रोचना,0
324999,154599,प्ररोचित,a,ap----a--a,,,,/p.ɹə.ɹoː.t͡ɕi.t̪ə/,प्र-रोचित,0
325000,154603,प्ररोधन,n,n-----n--a,,,,/p.ɹə.ɹoː.d̪ʰə.nə/,प्र-रो॔धन,0
325001,155509,प्ररोह,n,n-----m--a,,,,/p.ɹə.ɹoː.ɦə/,प्र-रोह,0
325002,154605,प्ररोहक,a,ap----a--a,,,,/p.ɹə.ɹoː.ɦə.kə/,प्र-रोहक,0
325003,,प्ररोहवत्,a,ap----a--c,,,,/p.ɹə.ɹoː.ɦə.ʋət̪/,प्र-रोह-वत्,0
325004,154606,प्ररोहण,n,n-----n--a,,,,/p.ɹə.ɹoː.ɦə.ɳə/,प्र-रोहण,0
325005,155510,प्ररोहिन्,a,ap----a--n,,,,/p.ɹə.ɹoː.ɦin/,प्र-रोहिन्,0
325006,,प्ररोहिशाखिन्,a,ap----a--n,,,,/p.ɹə.ɹoː.ɦi.ɕɑː.kʰin/,प्र-रोहि-शाखिन्,0
325007,154604,प्ररोपित,a,ap----a--a,,,,/p.ɹə.ɹoː.pi.t̪ə/,प्र-रोपित,0
325008,,प्ररु,v,v----d--1-,,,,/p.ɹə.ɹu/,प्र-रु,0
325009,162989,प्ररुच्,v,v----d--1- v----a--1-,,,,/p.ɹə.ɹut͡ɕ/,प्र-रुच्,0
325010,162992,प्ररुद्,v,v----a--2-,,,,/p.ɹə.ɹud̪/,प्र-रुद्,0
325011,,प्ररुध्,v,v----a--7- v----d--7-,,,,/p.ɹə.ɹud̪ʰ/,प्र-रुध्,0
325012,154601,प्ररुदित,a,ap----a--a,,,,/p.ɹə.ɹu.d̪i.t̪ə/,प्र-रुदित,0
325013,155505,प्ररुह्,a,ap----a--c,,,,/p.ɹə.ɹuɦ/,प्र-रु॔ह्,0
325014,162994,प्ररुह्,v,v----a--1-,,,,/p.ɹə.ɹuɦ/,प्र-रुह्,0
325015,155507,प्ररुह्,n,n-----f--c,,,,/p.ɹə.ɹuɦ/,प्र-रु॔ह्,0
325016,155506,प्ररुह्,n,n-----m--c,,,,/p.ɹə.ɹuɦ/,प्र-रु॔ह्,0
325017,,प्ररुज्,v,v----a--6- v----a--0-,,,,/p.ɹə.ɹud͡ʑ/,प्र-रुज्,0
325018,154600,प्ररुज,n,n-----m--a,,,,/p.ɹə.ɹu.d͡ʑə/,प्र-रुज,0
325019,154595,प्रराधस्,n,n-----m-sa,,,,/p.ɹə.ɹɑː.d̪ʰəs/,प्र-राधस्,0
336541,144280,पीठ,n,n-----m--a,,,,/piː.ʈʰə/,पीठ,0
325020,154596,प्रराध्य,a,ap----a--a,,,,/p.ɹə.ɹɑːd̪ʰ.jə/,प्र-रा॔ध्य,0
325021,,प्ररी,v,v----a--9- v----a--4- v----d--4-,,,,/p.ɹə.ɹiː/,प्र-री,0
325022,,प्ररूप्,v,v----a--0- v----d--0-,,,,/p.ɹə.ɹuːp/,प्र-रूप्,0
325023,,प्ररूपण,n,n-----n--a,,,,/p.ɹə.ɹuː.pə.ɳə/,प्र-रूपण,0
325024,155508,प्ररूढ,a,ap----a--a,,,,/p.ɹə.ɹuː.ɖʰə/,प्र-रूढ,0
325025,,प्ररूढकक्ष,a,ap----a--a,,,,/p.ɹə.ɹuː.ɖʰə.ˈkək.ʂə/,प्र-रूढ-कक्ष,0
325026,,प्ररूढकेश,a,ap----a--a,,,,/p.ɹə.ɹuː.ɖʰə.keː.ɕə/,प्र-रूढ-केश,0
325027,,प्ररूढमूल,a,ap----a--a,,,,/p.ɹə.ɹuː.ɖʰə.muː.lə/,प्र-रूढ-मूल,0
325028,,प्ररूढशालि,n,n-----m--i,,,,/p.ɹə.ɹuː.ɖʰə.ɕɑː.li/,प्र-रूढ-शालि,0
325029,154602,प्ररूढि,n,n-----f--i,,,,/p.ɹə.ɹuː.ɖʰi/,प्र-रूढि,0
325031,,प्रस्,v,v----d--1-,,,,/p.ɹəs/,प्रस्,0
325032,155694,प्रसभ,n,n-----n--a,,,,/p.ɹə.sə.bʱə/,प्र-सभ,0
325033,154987,प्रसभदमन,n,n-----n--a,,,,/p.ɹə.sə.bʱə.d̪ə.mə.nə/,प्र-सभ-दमन,0
325034,,प्रसभहरण,n,n-----n--a,,,,/p.ɹə.sə.bʱə.ɦə.ɹə.ɳə/,प्र-सभ-हरण,0
325035,171450,प्रसभम्,r,rp--------,,,,/p.ɹə.sə.bʱəm/,प्र-सभम्,0
325036,155695,प्रसभोद्धृत,a,ap----a--a,,,,/p.ɹə.sə.bʱoːd̪.d̪ʰɹ̩.t̪ə/,प्रसभोद्धृत,0
325037,,प्रसभोद्धृतारि,a,ap----a--i,,,,/p.ɹə.sə.bʱoːd̪.d̪ʰɹ̩.t̪ɑː.ɹi/,प्रसभोद्धृतारि,0
325038,,प्रसच्,v,v----a--0-,,,,/p.ɹə.sət͡ɕ/,प्र-सच्,0
325039,,प्रसद्,v,v----a--1- v----a--6-,,,,/p.ɹə.səd̪/,प्र-सद्,0
325040,,प्रसह्,v,v----a--4-,,,,/p.ɹə.səɦ/,प्र-सह्,0
325041,,प्रसह्,a,ap----a--c,,,,/p.ɹə.səɦ/,प्र-स॔ह्,0
325042,155696,प्रसह,a,ap----a--a,,,,/p.ɹə.sə.ɦə/,प्र-सह,0
325043,155697,प्रसह,n,n-----m--a,,,,/p.ɹə.sə.ɦə/,प्र-सह,0
325045,155699,प्रसहन,n,n-----m--a,,,,/p.ɹə.sə.ɦə.nə/,प्र-सहन,0
325046,155700,प्रसहन,n,n-----n--a,,,,/p.ɹə.sə.ɦə.nə/,प्र-सहन,0
325048,154999,प्रसह्वन्,a,ap----a--n,,,,/p.ɹə.ˈsəɦ.ʋən/,प्र-सह्वन्,0
325049,,प्रसह्य,r,rp--------,,,,/p.ɹə.ˈsəɦ.jə/,प्र-सह्य,0
325050,,प्रसह्य,a,ap----a--a,,,,/p.ɹə.ˈsəɦ.jə/,प्र-सह्य,0
325051,,प्रसह्यचौर,n,n-----m--a,,,,/p.ɹə.ˈsəɦ.jə.ˈt͡ɕəौ.ɹə/,प्र-सह्य-चौर,0
325052,,प्रसह्यहरण,n,n-----n--a,,,,/p.ɹə.ˈsəɦ.jə.ɦə.ɹə.ɳə/,प्र-सह्य-हरण,0
325053,,प्रसह्यकारिन्,a,ap----a--n,,,,/p.ɹə.ˈsəɦ.jə.kɑː.ɹin/,प्र-सह्य-कारिन्,0
325054,,प्रसह्योढा,n,n-----f--ā,,,,/p.ɹə.ˈsəɦ.joː.ɖʰɑː/,प्र-सह्योढा,0
325055,155698,प्रसहा,n,n-----f--ā,,,,/p.ɹə.sə.ɦɑː/,प्र-सहा,0
325056,155683,प्रसज्य,a,ap----a--a,,,,/p.ɹə.ˈsəd͡ʑ.jə/,प्र-सज्य,0
325057,,प्रसज्यप्रतिषेध,n,n-----m--a,,,,/p.ɹə.ˈsəd͡ʑ.ˈjəp.ɹə.t̪i.ʂeː.d̪ʰə/,प्र-सज्य-प्रतिषेध,0
325058,,प्रसज्यप्रतिषेधत्व,n,n-----n--a,,,,/p.ɹə.ˈsəd͡ʑ.ˈjəp.ɹə.t̪i.ʂeː.ˈd̪ʰət̪.ʋə/,प्र-सज्य-प्रतिषेध-त्व,0
325059,,प्रसज्यता,n,n-----f--ā,,,,/p.ɹə.ˈsəd͡ʑ.jə.t̪ɑː/,प्र-सज्य-ता,0
325060,154968,प्रसकल,a,ap----a--a,,,,/p.ɹə.sə.kə.lə/,प्र-सकल,0
325061,,प्रसक्त,a,ap----a--a,,,,/p.ɹə.ˈsək.t̪ə/,प्र-सक्त,0
325062,,प्रसक्तधी,a,ap----a--ī,,,,/p.ɹə.ˈsək.t̪ə.d̪ʰiː/,प्र-सक्त-धी,0
325063,,प्रसक्तहृदय,a,ap----a--a,,,,/p.ɹə.ˈsək.t̪ə.ɦɹ̩.d̪ə.jə/,प्र-सक्त-हृदय,0
325064,202778,प्रसक्तम्,r,rp--------,,,,/p.ɹə.ˈsək.t̪əm/,प्र-सक्तम्,0
325065,,प्रसक्तव्य,a,ap----a--a,,,,/p.ɹə.ˈsək.ˈt̪əʋ.jə/,प्र-सक्तव्य,0
325066,173695,प्रसक्ति,n,n-----f--i,,,,/p.ɹə.ˈsək.t̪i/,प्र-सक्ति,0
325067,,प्रसक्ताश्रुमुख,a,ap----a--a,,ap----f--ī=>ी,,/pɹəsəkt̪ɑːɕɹumukʰə/,प्र-सक्ताश्रु-मुख,0
325068,154996,प्रसक्षिन्,a,ap----a--n,,,,/p.ɹə.ˈsək.ʂin/,प्र-सक्षि॔न्,0
325069,154993,प्रसल,n,n-----m--a,,,,/p.ɹə.sə.lə/,प्रसल,0
325070,154994,प्रसलवि,r,rp--------,,,,/p.ɹə.sə.lə.ʋi/,प्र-सलवि॔,0
325071,,प्रसम्पश्,v,v----a--0-,,,,/p.ɹə.səm.pəɕ/,प्र-सम्-पश्,0
325072,163106,प्रसमीक्ष्,v,v----d--1-,,,,/p.ɹə.sə.miːkʂ/,प्र-सम्-ईक्ष्,0
325073,154989,प्रसमीक्षण,n,n-----n--a,,,,/p.ɹə.sə.miːk.ʂə.ɳə/,प्र-समीक्षण,0
325074,,प्रसमीक्षित,a,ap----a--a,,,,/p.ɹə.sə.miːk.ʂi.t̪ə/,प्र-समीक्षित,0
325075,,प्रसमीक्ष्य,r,rp--------,,,,/p.ɹə.sə.miːk.ʂjə/,प्र-समीक्ष्य,0
325076,,प्रसमीक्ष्यपरीक्षक,a,ap----a--a,,,,/p.ɹə.sə.miːk.ʂjə.pə.ɹiːk.ʂə.kə/,प्र-समीक्ष्य-परीक्षक,0
325077,154990,प्रसमीक्षा,n,n-----f--ā,,,,/p.ɹə.sə.miːk.ʂɑː/,प्र-समीक्षा,0
325078,,प्रसमीड्,v,v----d--2- v----a--2-,,,,/p.ɹə.sə.miːɖ/,प्र-सम्-ईड्,0
325079,,प्रसन्,v,v----a--1- v----a--8- v----d--8-,,,,/p.ɹə.sən/,प्र-सन्,0
325080,155685,प्रसन्न,n,n-----m--a,,,,/p.ɹə.sən.nə/,प्र-सन्न,0
325081,155684,प्रसन्न,a,ap----a--a,,,,/p.ɹə.sən.nə/,प्र-सन्न,0
325082,,प्रसन्नचन्द्र,n,n-----m--a,,,,/p.ɹə.sən.nə.t͡ɕən.d̪ɹə/,प्र-सन्न-चन्द्र,0
325083,,प्रसन्नचण्डिका,n,n-----f--ā,,,,/p.ɹə.sən.nə.ˈt͡ɕəɳ.ɖi.kɑː/,प्र-सन्न-चण्डिका,0
325084,,प्रसन्नगात्रता,n,n-----f--ā,,,,/p.ɹə.sən.nə.gɑːt̪.ɹə.t̪ɑː/,प्र-सन्न-गात्र-ता,0
325085,,प्रसन्नजल,a,ap----a--a,,,,/p.ɹə.sən.nə.d͡ʑə.lə/,प्र-सन्न-जल,0
325086,,प्रसन्नकल्प,a,ap----a--a,,,,/p.ɹə.sən.nə.ˈkəl.pə/,प्र-सन्न-कल्प,0
325087,,प्रसन्नमुख,a,ap----a--a,,,,/p.ɹə.sən.nə.mu.kʰə/,प्र-सन्न-मुख,0
325088,,प्रसन्नप्राय,a,ap----a--a,,,,/p.ɹə.sən.ˈnəp.ɹɑː.jə/,प्र-सन्न-प्राय,0
325089,,प्रसन्नपाद,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=प्रसन्नपाद",/p.ɹə.sən.nə.pɑː.d̪ə/,प्र-सन्न-पाद,0
325090,,प्रसन्नरस,a,ap----a--a,,,,/p.ɹə.sən.nə.ɹə.sə/,प्र-सन्न-रस,0
325091,,प्रसन्नराघव,n,n-----n--a,,,,/p.ɹə.sən.nə.ɹɑː.gʰə.ʋə/,प्र-सन्न-राघव,0
325092,,प्रसन्नसलिल,a,ap----a--a,,,,/p.ɹə.sən.nə.sə.li.lə/,प्र-सन्न-सलिल,0
325093,,प्रसन्नतर्क,a,ap----a--a,,,,/p.ɹə.sən.nə.ˈt̪əɹ.kə/,प्र-सन्न-तर्क,0
325094,154986,प्रसन्नतेयु,n,n-----m--u,,,,/p.ɹə.sən.nə.t̪eː.ju/,प्रसन्नतेयु,0
325095,,प्रसन्नत्व,n,n-----n--a,,,,/p.ɹə.sən.ˈnət̪.ʋə/,प्र-सन्न-त्व,0
325096,,प्रसन्नता,n,n-----f--ā,,,,/p.ɹə.sən.nə.t̪ɑː/,प्र-सन्न-ता,0
325097,,प्रसन्नवेङ्कटेश्वरमाहात्म्य,n,n-----n--a,,,,/pɹəsənnəʋeːŋkəʈeːɕʋəɹəmɑːɦɑːt̪mjə/,प्र-सन्न-वेङ्कटेश्वर-माहात्म्य,0
325098,,प्रसन्नेरा,n,n-----f--ā,,,,/p.ɹə.sən.neː.ɹɑː/,प्र-सन्नेरा,0
325099,155686,प्रसन्ना,n,n-----f--ā,,,,/p.ɹə.sən.nɑː/,प्र-सन्ना,0
325101,,प्रसन्नात्मन्,a,ap----a--n,,,,/p.ɹə.sən.nɑːt̪.mən/,प्र-सन्नात्मन्,0
325102,155740,प्रसर,n,n-----m--a,,,n-----f--ā=प्रसरआ,/p.ɹə.sə.ɹə/,प्र-सर,0
325103,155742,प्रसर,n,n-----n--a,,,,/p.ɹə.sə.ɹə/,प्र-सर,0
325104,,प्रसरयुत,a,ap----a--a,,,,/p.ɹə.sə.ɹə.ju.t̪ə/,प्र-सर-युत,0
325105,155026,प्रसरण,n,n-----n--a,,,,/p.ɹə.sə.ɹə.ɳə/,प्र-सरण,0
325106,155027,प्रसरणि,n,n-----f--i,,,,/p.ɹə.sə.ɹə.ɳi/,प्र-सरणि,0
325107,155033,प्रसर्ग,n,n-----m--a,,,,/p.ɹə.ˈsəɹ.gə/,प्र-सर्ग॔,0
325108,155034,प्रसर्जन,a,ap----a--a,,ap----f--ī=>ी,,/p.ɹə.ˈsəɹ.d͡ʑə.nə/,प्र-सर्जन,0
325109,155756,प्रसर्प,n,n-----n--a,,,,/p.ɹə.ˈsəɹ.pə/,प्र-सर्प,0
325110,155755,प्रसर्प,n,n-----m--a,,,,/p.ɹə.ˈsəɹ.pə/,प्र-सर्प,0
325111,155035,प्रसर्पक,n,n-----m--a,,,,/p.ɹə.ˈsəɹ.pə.kə/,प्र-सर्पक,0
325112,155036,प्रसर्पण,n,n-----n--a,,,,/p.ɹə.ˈsəɹ.pə.ɳə/,प्र-स॔र्पण,0
325113,155038,प्रसर्पिन्,a,ap----a--n,,,,/p.ɹə.ˈsəɹ.pin/,प्र-सर्पिन्,0
325114,155037,प्रसर्पित,a,ap----a--a,,,,/p.ɹə.ˈsəɹ.pi.t̪ə/,प्र-सर्पित,0
325115,155741,प्रसरा,n,n-----f--ā,,,,/p.ɹə.sə.ɹɑː/,प्र-सरा,0
325116,154976,प्रसत्त,a,ap----a--a,,,,/p.ɹə.ˈsət̪.t̪ə/,प्र-सत्त॔,0
325117,154977,प्रसत्ति,n,n-----f--i,,,,/p.ɹə.ˈsət̪.t̪i/,प्र-सत्ति,0
325118,155725,प्रसव,n,n-----m--a,,,,/p.ɹə.sə.ʋə/,प्र॔-सव,0
325119,155725,प्रसव,n,n-----m--a,,,,/p.ɹə.sə.ʋə/,प्र-सव॔,0
325121,,प्रसवबन्धन,n,n-----n--a,,,,/p.ɹə.sə.ʋə.bən.d̪ʰə.nə/,प्र-सव॔-बन्धन,0
325122,,प्रसवधर्मन्,a,ap----a--n,,,,/p.ɹə.sə.ʋə.ˈd̪ʰəɹ.mən/,प्र-सव-धर्मन्,0
325123,,प्रसवधर्मिन्,a,ap----a--n,,,,/p.ɹə.sə.ʋə.ˈd̪ʰəɹ.min/,प्र-सव॔-धर्मिन्,0
325124,,प्रसवगृह,n,n-----n--a,,,,/p.ɹə.sə.ʋə.gɹ̩.ɦə/,प्र-सव॔-गृह,0
325125,155020,प्रसवक,n,n-----m--a,,,,/p.ɹə.sə.ʋə.kə/,प्र-सवक,0
325126,,प्रसवकर्मकृत्,n,n-----m--c,,,,/p.ɹə.sə.ʋə.ˈkəɹ.mə.kɹ̩t̪/,प्र-सव॔-कर्म-कृत्,0
325127,,प्रसवकाल,n,n-----m--a,,,,/p.ɹə.sə.ʋə.kɑː.lə/,प्र-सव॔-काल,0
325128,,प्रसवमास,n,n-----m--a,,,,/p.ɹə.sə.ʋə.mɑː.sə/,प्र-सव॔-मास,0
325129,155021,प्रसवन,n,n-----n--a,,,,/p.ɹə.sə.ʋə.nə/,प्र-सवन,0
325130,155726,प्रसवन्ती,n,n-----f--ī,,,,/p.ɹə.sə.ʋən.t̪iː/,प्र-सवन्ती,0
325131,,प्रसवसमय,n,n-----m--a,,,,/p.ɹə.sə.ʋə.sə.mə.jə/,प्र-सव॔-समय,0
325132,,प्रसवस्थली,n,n-----f--ī,,,,/p.ɹə.sə.ˈʋəs.t̪ʰə.liː/,प्र-सव॔-स्थली,0
325133,,प्रसवस्थान,n,n-----n--a,,,,/p.ɹə.sə.ˈʋəs.t̪ʰɑː.nə/,प्र-सव॔-स्थान,0
325134,,प्रसवत्,a,ap----a--c,,ap----f--ī=>न्ती,,/p.ɹə.sə.ʋət̪/,प्र-सवत्,0
325135,,प्रसववेदना,n,n-----f--ā,,,,/p.ɹə.sə.ʋə.ʋeː.d̪ə.nɑː/,प्र-सव॔-वेदना,0
325136,,प्रसवविकार,n,n-----m--a,,,,/p.ɹə.sə.ʋə.ʋi.kɑː.ɹə/,प्र-सव॔-विकार,0
325137,155023,प्रसविन्,a,ap----a--n,,,,/p.ɹə.sə.ʋin/,प्र-सविन्,0
325139,155011,प्रसवित्र,n,n-----n--a,,,,/p.ɹə.sə.ˈʋit̪.ɹə/,प्र-सवित्र,0
336588,144938,पूग्य,a,ap----a--a,,,,/puːg.jə/,पूग्य,0
325141,155728,प्रसवित्री,n,n-----f--ī,,,,/p.ɹə.sə.ˈʋit̪.ɹiː/,प्र-सवित्री,0
325142,155727,प्रसवितृ,n,n-----m--r,,,,/p.ɹə.sə.ʋi.t̪ɹ̩/,प्र-सवितृ,0
325144,,प्रसवोन्मुख,a,ap----a--a,,ap----f--ī=>ी,,/p.ɹə.sə.ʋoːn.mu.kʰə/,प्र-सवोन्मुख,0
325145,,प्रसवोत्थान,n,n-----n--a,,,,/p.ɹə.sə.ʋoːt̪.t̪ʰɑː.nə/,प्र-सवोत्थान,0
325146,154995,प्रसव्य,a,ap----a--a,,,,/p.ɹə.ˈsəʋ.jə/,प्र-सव्य,0
325147,212370,प्रसव्यम्,r,rp--------,,,,/p.ɹə.ˈsəʋ.jəm/,प्र-सव्यम्,0
325148,155022,प्रसवापिता,n,n-----f--ā,,,,/p.ɹə.sə.ʋɑː.pi.t̪ɑː/,प्र-सवापिता,0
325149,220147,प्रसवीतृ,n,n-----m--r,,,,/p.ɹə.sə.ʋiː.t̪ɹ̩/,प्र-सवीतृ॔,0
325150,155004,प्रसयन,n,n-----n--a,,,,/p.ɹə.sə.jə.nə/,प्र-सयन,0
325151,,प्रसञ्ज्,v,v----a--1- v----d--1-,,,,/p.ɹə.səɲd͡ʑ/,प्र-सञ्ज्,0
325152,154974,प्रसञ्जन,n,n-----n--a,,,,/p.ɹə.səɲ.d͡ʑə.nə/,प्र-सञ्जन,0
325153,,प्रसञ्जयितव्य,a,ap----a--a,,,,/p.ɹə.səɲ.d͡ʑə.ji.ˈt̪əʋ.jə/,प्र-सञ्जयितव्य,0
325154,,प्रसंचक्ष्,v,v----d--2- v----a--2-,,,,/p.ɹə.səɲ.t͡ɕəkʂ/,प्र-सं-चक्ष्,0
325155,154985,प्रसंधि,n,n-----m--i,,,,/p.ɹə.sən.d̪ʰi/,प्र-संधि,0
325156,,प्रसंधा,v,v----a--3- v----d--3- v----a--1- v----d--1- v----a--2- v----d--4- v----a--4-,,,,/p.ɹə.sən.d̪ʰɑː/,प्र-सं-धा,0
325157,154984,प्रसंधान,n,n-----n--a,,,,/p.ɹə.sən.d̪ʰɑː.nə/,प्र-संधान,0
325158,154970,प्रसंघ,n,n-----m--a,,,,/p.ɹə.səŋ.gʰə/,प्र-संघ,0
325159,154969,प्रसंख्या,n,n-----f--ā,,,,/p.ɹə.səŋ.kʰjɑː/,प्र-संख्या,0
325160,,प्रसंख्या,v,v----a--2- v----d--2-,,,,/p.ɹə.səŋ.kʰjɑː/,प्र-सं-ख्या,0
325161,155679,प्रसंख्यान,n,n-----m--a,,,,/p.ɹə.səŋ.kʰjɑː.nə/,प्र-संख्यान,0
325163,155678,प्रसंख्यान,a,ap----a--a,,,,/p.ɹə.səŋ.kʰjɑː.nə/,प्र-संख्यान,0
325165,155680,प्रसंख्यान,n,n-----n--a,,,,/p.ɹə.səŋ.kʰjɑː.nə/,प्र-संख्यान,0
325166,,प्रसंख्यानपर,a,ap----a--a,,,,/p.ɹə.səŋ.kʰjɑː.nə.pə.ɹə/,प्र-संख्यान-पर,0
325167,155681,प्रसङ्ग,n,n-----m--a,,,,/p.ɹə.səŋ.gə/,प्र-सङ्ग,0
325168,,प्रसङ्गनिवारण,n,n-----n--a,,,,/p.ɹə.səŋ.gə.ni.ʋɑː.ɹə.ɳə/,प्र-सङ्ग-निवारण,0
325169,,प्रसङ्गप्रोषित,a,ap----a--a,,,,/p.ɹə.səŋ.ˈgəp.ɹoː.ʂi.t̪ə/,प्र-सङ्ग-प्रोषित,0
325170,,प्रसङ्गरत्नाकर,n,n-----m--a,,,,/p.ɹə.səŋ.gə.ˈɹət̪.nɑː.kə.ɹə/,प्र-सङ्ग-रत्नाकर,0
325171,,प्रसङ्गरत्नावली,n,n-----f--ī,,,,/p.ɹə.səŋ.gə.ˈɹət̪.nɑː.ʋə.liː/,प्र-सङ्ग-रत्नावली,0
325172,,प्रसङ्गसम,n,n-----m--a,,,,/p.ɹə.səŋ.gə.sə.mə/,प्र-सङ्ग-सम,0
325173,,प्रसङ्गतस्,r,rp--------,,,,/p.ɹə.səŋ.gə.t̪əs/,प्रसङ्ग-तस्,0
