,+c,464661,226867
1380778,-c,233470,464661
1380779,+c,456958,233469
1380780,-c,233469,456958
1380781,+c,464661,233492
1380782,-c,233492,464661
1380783,+c,427633,233400
1380784,-c,233400,427633
1380785,+c,427633,233399
1380786,-c,233399,427633
1380787,+c,463990,233388
1380788,-c,233388,463990
1380789,+c,233416,233417
1380790,-c,233417,233416
1380791,+c,233413,233414
1380792,-c,233414,233413
1380793,+c,233413,233415
1380794,-c,233415,233413
1380795,+c,461536,233437
1380796,-c,233437,461536
1380797,+c,461536,233438
1380798,-c,233438,461536
1380799,+c,320432,233440
1380800,-c,233440,320432
1380801,+c,388445,233445
1380802,-c,233445,388445
1380803,+c,388445,233446
1380804,-c,233446,388445
1380805,+c,300505,233446
1380806,-c,233446,300505
1380807,+c,233451,233452
1380808,-c,233452,233451
1380809,+c,300505,233452
1380810,-c,233452,300505
1380811,+c,300505,233454
1380812,-c,233454,300505
1380813,+c,300505,233447
1380814,-c,233447,300505
1380815,+c,233406,233408
1380816,-c,233408,233406
1380817,+c,233406,233407
1380818,-c,233407,233406
1380819,+c,233406,233409
1380820,-c,233409,233406
1380821,+c,233406,233410
1380822,-c,233410,233406
1380823,+c,233552,233556
1380824,-c,233556,233552
1380825,+c,233552,233557
1380826,-c,233557,233552
1380827,+c,274995,233557
1380828,-c,233557,274995
1380829,+c,233552,233560
1380830,-c,233560,233552
1380831,+c,233552,233561
1380832,-c,233561,233552
1380833,+c,233552,233558
1380834,-c,233558,233552
1380835,+c,276918,233558
1380836,-c,233558,276918
1380837,+c,233552,233559
1380838,-c,233559,233552
1380839,+c,233552,233553
1380840,-c,233553,233552
1380841,+c,258575,233553
1380842,-c,233553,258575
1380843,+c,233552,233555
1380844,-c,233555,233552
1380845,+c,233552,233570
1380846,-c,233570,233552
1380847,+c,233552,233571
1380848,-c,233571,233552
1380849,+c,233552,233566
1380850,-c,233566,233552
1380851,+c,233552,233567
1380852,-c,233567,233552
1380853,+c,233552,233569
1380854,-c,233569,233552
1380855,+c,233552,233568
1380856,-c,233568,233552
1380857,+c,233552,233565
1380858,-c,233565,233552
1380859,+c,233552,233563
1380860,-c,233563,233552
1380861,+c,288229,233563
1380862,-c,233563,288229
1380863,+c,233552,233573
1380864,-c,233573,233552
1380865,+c,233552,233572
1380866,-c,233572,233552
1380867,+c,233552,233574
1380868,-c,233574,233552
1380869,+c,233576,233577
1380870,-c,233577,233576
1380871,+c,461536,233577
1380872,-c,233577,461536
1380873,+c,283731,235754
1380874,-c,235754,283731
1380875,+c,283731,235755
1380876,-c,235755,283731
1380877,+c,342051,235755
1380878,-c,235755,342051
1380879,+c,278409,235753
1380880,-c,235753,278409
1380881,+c,464661,235796
1380882,-c,235796,464661
1380883,+c,246314,235733
1380884,-c,235733,246314
1380885,+c,246226,235732
1380886,-c,235732,246226
1380887,+c,337176,235783
1380888,-c,235783,337176
1380889,+c,320432,235769
1380890,-c,235769,320432
1380891,+c,460512,235760
1380892,-c,235760,460512
1380893,+c,460457,235759
1380894,-c,235759,460457
1380895,+c,299649,235761
1380896,-c,235761,299649
1380897,+c,342051,235787
1380898,-c,235787,342051
1380899,+c,342051,235788
1380900,-c,235788,342051
1380901,+c,388947,235797
1380902,-c,235797,388947
1380903,+c,458583,235805
1380904,-c,235805,458583
1380905,+c,404670,235806
1380906,-c,235806,404670
1380907,+c,403849,235803
1380908,-c,235803,403849
1380909,+c,460502,235792
1380910,-c,235792,460502
1380911,+c,235838,235839
1380912,-c,235839,235838
1380913,+c,235838,235841
1380914,-c,235841,235838
1380915,+c,235819,235820
1380916,-c,235820,235819
1380917,+c,235819,235821
1380918,-c,235821,235819
1380919,+c,235824,235827
1380920,-c,235827,235824
1380921,+c,272156,235827
1380922,-c,235827,272156
1380923,+c,235824,235828
1380924,-c,235828,235824
1380925,+c,235824,235829
1380926,-c,235829,235824
1380927,+c,284630,235829
1380928,-c,235829,284630
1380929,+c,378440,235722
1380930,-c,235722,378440
1380931,+c,234884,234899
1380932,-c,234899,234884
1380933,+c,464661,234681
1380934,-c,234681,464661
1380935,+c,378440,234684
1380936,-c,234684,378440
1380939,+c,283378,234718
1380940,-c,234718,283378
1380941,+c,255860,234708
1380942,-c,234708,255860
1380943,+c,259173,234710
1380944,-c,234710,259173
1380945,+c,268776,234713
1380946,-c,234713,268776
1380947,+c,268776,234714
1380948,-c,234714,268776
1380949,+c,464661,234738
1380950,-c,234738,464661
1380951,+c,242445,234700
1380952,-c,234700,242445
1380953,+c,251621,234707
1380954,-c,234707,251621
1380955,+c,334266,234730
1380956,-c,234730,334266
1380957,+c,462310,234729
1380958,-c,234729,462310
1380959,+c,460457,234722
1380960,-c,234722,460457
1380963,+c,338875,234733
1380964,-c,234733,338875
1380965,+c,388445,234740
1380966,-c,234740,388445
1380967,+c,465359,234741
1380968,-c,234741,465359
1380969,+c,400610,234743
1380970,-c,234743,400610
1380971,+c,234745,234760
1380972,-c,234760,234745
1380973,+c,272156,234760
1380974,-c,234760,272156
1380975,+c,234745,234761
1380976,-c,234761,234745
1380977,+c,234745,234762
1380978,-c,234762,234745
1380979,+c,283133,234762
1380980,-c,234762,283133
1380981,+c,234745,234763
1380982,-c,234763,234745
1380983,+c,234745,234764
1380984,-c,234764,234745
1380985,+c,284630,234764
1380986,-c,234764,284630
1380987,+c,234745,234755
1380988,-c,234755,234745
1380989,+c,234745,234756
1380990,-c,234756,234745
1380991,+c,234745,234751
1380992,-c,234751,234745
1380993,+c,234745,234750
1380994,-c,234750,234745
1380995,+c,234745,234752
1380996,-c,234752,234745
1380997,+c,240432,234752
1380998,-c,234752,240432
1380999,+c,234745,234759
1381000,-c,234759,234745
1381001,+c,234745,234797
1381002,-c,234797,234745
1381003,+c,234745,234796
1381004,-c,234796,234745
1381005,+c,234745,234753
1381006,-c,234753,234745
1381007,+c,457623,234753
1381008,-c,234753,457623
1381009,+c,234745,234754
1381010,-c,234754,234745
1381011,+c,234745,234780
1381012,-c,234780,234745
1381013,+c,234745,234782
1381014,-c,234782,234745
1381015,+c,300505,234782
1381016,-c,234782,300505
1381017,+c,234745,234781
1381018,-c,234781,234745
1381019,+c,462284,234781
1381020,-c,234781,462284
1381021,+c,463125,234781
1381022,-c,234781,463125
1381023,+c,234745,234783
1381024,-c,234783,234745
1381025,+c,234745,234787
1381026,-c,234787,234745
1381027,+c,234745,234784
1381028,-c,234784,234745
1381029,+c,234745,234785
1381030,-c,234785,234745
1381031,+c,336842,234785
1381032,-c,234785,336842
1381033,+c,234745,234786
1381034,-c,234786,234745
1381035,+c,464661,234786
1381036,-c,234786,464661
1381037,+c,234745,234777
1381038,-c,234777,234745
1381039,+c,234745,234778
1381040,-c,234778,234745
1381041,+c,234745,234776
1381042,-c,234776,234745
1381043,+c,234745,234779
1381044,-c,234779,234745
1381045,+c,234745,234746
1381046,-c,234746,234745
1381047,+c,234745,234749
1381048,-c,234749,234745
1381049,+c,233204,234749
1381050,-c,234749,233204
1381051,+c,234745,234747
1381052,-c,234747,234745
1381053,+c,456859,234747
1381054,-c,234747,456859
1381055,+c,234745,234748
1381056,-c,234748,234745
1381057,+c,234745,234767
1381058,-c,234767,234745
1381059,+c,460502,234767
1381060,-c,234767,460502
1381061,+c,234745,234769
1381062,-c,234769,234745
1381063,+c,460502,234769
1381064,-c,234769,460502
1381069,+c,234745,234771
1381070,-c,234771,234745
1381071,+c,460502,234771
1381072,-c,234771,460502
1381073,+c,234745,234773
1381074,-c,234773,234745
1381075,+c,460502,234773
1381076,-c,234773,460502
1381077,+c,378440,234773
1381078,-c,234773,378440
1381079,+c,234745,234772
1381080,-c,234772,234745
1381081,+c,460502,234772
1381082,-c,234772,460502
1381083,+c,464661,234772
1381084,-c,234772,464661
1381085,+c,234745,234770
1381086,-c,234770,234745
1381087,+c,234745,234774
1381088,-c,234774,234745
1381089,+c,234745,234775
1381090,-c,234775,234745
1381091,+c,234745,234815
1381092,-c,234815,234745
1381093,+c,466624,234815
1381094,-c,234815,466624
1381095,+c,234745,234813
1381096,-c,234813,234745
1381097,+c,466594,234813
1381098,-c,234813,466594
1381099,+c,234745,234814
1381100,-c,234814,234745
1381101,+c,466594,234814
1381102,-c,234814,466594
1381103,+c,234745,234788
1381104,-c,234788,234745
1381105,+c,234745,234765
1381106,-c,234765,234745
1381107,+c,234745,234766
1381108,-c,234766,234745
1381109,+c,289937,234766
1381110,-c,234766,289937
1381111,+c,234745,234799
1381112,-c,234799,234745
1381113,+c,234745,234800
1381114,-c,234800,234745
1381115,+c,234745,234809
1381116,-c,234809,234745
1381117,+c,234745,234801
1381118,-c,234801,234745
1381119,+c,234745,234804
1381120,-c,234804,234745
1381121,+c,234745,234805
1381122,-c,234805,234745
1381123,+c,234745,234802
1381124,-c,234802,234745
1381125,+c,234745,234803
1381126,-c,234803,234745
1381127,+c,234745,234807
1381128,-c,234807,234745
1381129,+c,234745,234808
1381130,-c,234808,234745
1381131,+c,400610,234808
1381132,-c,234808,400610
1381133,+c,234745,234806
1381134,-c,234806,234745
1381135,+c,234745,234810
1381136,-c,234810,234745
1381137,+c,234745,234811
1381138,-c,234811,234745
1381139,+c,234745,234812
1381140,-c,234812,234745
1381141,+c,272156,234812
1381142,-c,234812,272156
1381143,+c,234745,234798
1381144,-c,234798,234745
1381145,+c,386286,234798
1381146,-c,234798,386286
1381147,+c,234745,234816
1381148,-c,234816,234745
1381149,+c,234745,234817
1381150,-c,234817,234745
1381151,+c,234745,234818
1381152,-c,234818,234745
1381153,+c,234745,234823
1381154,-c,234823,234745
1381155,+c,234745,234821
1381156,-c,234821,234745
1381157,+c,234745,234822
1381158,-c,234822,234745
1381159,+c,234745,234820
1381160,-c,234820,234745
1381161,+c,234745,234819
1381162,-c,234819,234745
1381163,+c,234745,234791
1381164,-c,234791,234745
1381165,+c,234745,234790
1381166,-c,234790,234745
1381167,+c,234745,234789
1381168,-c,234789,234745
1381169,+c,234745,234795
1381170,-c,234795,234745
1381171,+c,234745,234792
1381172,-c,234792,234745
1381173,+c,234745,234793
1381174,-c,234793,234745
1381175,+c,234745,234794
1381176,-c,234794,234745
1381177,+c,464661,234794
1381178,-c,234794,464661
1381179,+c,234745,234757
1381180,-c,234757,234745
1381181,+c,458813,234757
1381182,-c,234757,458813
1381183,+c,234745,234758
1381184,-c,234758,234745
1381185,+c,458813,234758
1381186,-c,234758,458813
1381187,+c,464661,234758
1381188,-c,234758,464661
1381189,+c,259173,234850
1381190,-c,234850,259173
1381191,+c,379179,234865
1381192,-c,234865,379179
1381193,+c,457762,234849
1381194,-c,234849,457762
1381195,+c,336622,234858
1381196,-c,234858,336622
1381197,+c,234881,234882
1381198,-c,234882,234881
1381199,+c,234881,234883
1381200,-c,234883,234881
1381201,+c,461116,234883
1381202,-c,234883,461116
1381203,+c,233605,233606
1381204,-c,233606,233605
1381205,+c,464661,233606
1381206,-c,233606,464661
1381207,+c,272156,233627
1381208,-c,233627,272156
1381209,+c,272156,233628
1381210,-c,233628,272156
1381211,+c,464661,233629
1381212,-c,233629,464661
1381213,+c,460457,233643
1381214,-c,233643,460457
1381215,+c,233721,233722
1381216,-c,233722,233721
1381219,+c,233721,233723
1381220,-c,233723,233721
1381221,+c,328947,233723
1381222,-c,233723,328947
1381223,+c,233721,233725
1381224,-c,233725,233721
1381225,+c,233721,233724
1381226,-c,233724,233721
1381227,+c,233726,233727
1381228,-c,233727,233726
1381229,+c,458583,233727
1381230,-c,233727,458583
1381231,+c,374984,233706
1381232,-c,233706,374984
1381233,+c,248239,233679
1381234,-c,233679,248239
1381235,+c,355436,233703
1381236,-c,233703,355436
1381237,+c,237637,233695
1381238,-c,233695,237637
1381239,+c,378440,233700
1381240,-c,233700,378440
1381241,+c,234832,233693
1381242,-c,233693,234832
1381245,+c,288229,233701
1381246,-c,233701,288229
1381247,+c,227842,227843
1381248,-c,227843,227842
1381249,+c,227842,227849
1381250,-c,227849,227842
1381251,+c,227842,227844
1381252,-c,227844,227842
1381253,+c,245621,227844
1381254,-c,227844,245621
1381255,+c,227842,227847
1381256,-c,227847,227842
1381257,+c,245621,227847
1381258,-c,227847,245621
1381259,+c,227842,227846
1381260,-c,227846,227842
1381261,+c,245621,227846
1381262,-c,227846,245621
1381263,+c,259664,227846
1381264,-c,227846,259664
1381265,+c,227842,227845
1381266,-c,227845,227842
1381267,+c,245621,227845
1381268,-c,227845,245621
1381269,+c,227842,227848
1381270,-c,227848,227842
1381271,+c,245621,227848
1381272,-c,227848,245621
1381273,+c,227842,227850
1381274,-c,227850,227842
1381275,+c,460504,227850
1381276,-c,227850,460504
1381277,+c,227842,227851
1381278,-c,227851,227842
1381279,+c,460504,227851
1381280,-c,227851,460504
1381281,+c,227842,227852
1381282,-c,227852,227842
1381283,+c,460504,227852
1381284,-c,227852,460504
1381285,+c,227842,227854
1381286,-c,227854,227842
1381287,+c,227842,227853
1381288,-c,227853,227842
1381289,+c,354248,227865
1381290,-c,227865,354248
1381291,+c,328947,227866
1381292,-c,227866,328947
1381293,+c,328947,227872
1381294,-c,227872,328947
1381295,+c,328947,227876
1381296,-c,227876,328947
1381297,+c,234872,234873
1381298,-c,234873,234872
1381299,+c,234872,234874
1381300,-c,234874,234872
1381301,+c,234665,234667
1381302,-c,234667,234665
1381303,+c,234915,234916
1381304,-c,234916,234915
1381305,+c,464661,236223
1381306,-c,236223,464661
1381307,+c,457090,235854
1381308,-c,235854,457090
1381309,+c,457090,235876
1381310,-c,235876,457090
1381311,+c,457090,235875
1381312,-c,235875,457090
1381313,+c,457090,235873
1381314,-c,235873,457090
1381315,+c,457090,235874
1381316,-c,235874,457090
1381317,+c,430970,235874
1381318,-c,235874,430970
1381319,+c,457090,235860
1381320,-c,235860,457090
1381321,+c,457090,235855
1381322,-c,235855,457090
1381323,+c,457090,235857
1381324,-c,235857,457090
1381325,+c,457090,235858
1381326,-c,235858,457090
1381327,+c,457090,235859
1381328,-c,235859,457090
1381329,+c,457090,235856
1381330,-c,235856,457090
1381331,+c,457090,235871
1381332,-c,235871,457090
1381333,+c,457090,235870
1381334,-c,235870,457090
1381335,+c,457090,235869
1381336,-c,235869,457090
1381337,+c,239200,235869
1381338,-c,235869,239200
1381339,+c,457090,235861
1381340,-c,235861,457090
1381341,+c,457090,235868
1381342,-c,235868,457090
1381343,+c,457090,235872
1381344,-c,235872,457090
1381345,+c,457090,235865
1381346,-c,235865,457090
1381347,+c,457090,235866
1381348,-c,235866,457090
1381349,+c,457090,235867
1381350,-c,235867,457090
1381351,+c,457090,235863
1381352,-c,235863,457090
1381353,+c,457090,235864
1381354,-c,235864,457090
1381355,+c,457097,236022
1381356,-c,236022,457097
1381357,+c,457097,236023
1381358,-c,236023,457097
1381359,+c,457097,236028
1381360,-c,236028,457097
1381361,+c,457097,236029
1381362,-c,236029,457097
1381363,+c,457097,236026
1381364,-c,236026,457097
1381365,+c,268936,236026
1381366,-c,236026,268936
1381367,+c,457097,236027
1381368,-c,236027,457097
1381369,+c,457097,236030
1381370,-c,236030,457097
1381371,+c,269554,236030
1381372,-c,236030,269554
1381373,+c,457097,236031
1381374,-c,236031,457097
1381375,+c,457097,236032
1381376,-c,236032,457097
1381377,+c,457097,236033
1381378,-c,236033,457097
1381379,+c,457097,236024
1381380,-c,236024,457097
1381381,+c,457097,236025
1381382,-c,236025,457097
1381383,+c,457109,236208
1381384,-c,236208,457109
1381385,+c,457109,236209
1381386,-c,236209,457109
1381387,+c,430970,236209
1381388,-c,236209,430970
1381389,+c,457108,236207
1381390,-c,236207,457108
1381391,+c,273616,236120
1381392,-c,236120,273616
1381393,+c,273616,236121
1381394,-c,236121,273616
1381395,+c,273616,236123
1381396,-c,236123,273616
1381397,+c,273616,236122
1381398,-c,236122,273616
1381399,+c,271560,236117
1381400,-c,236117,271560
1381405,+c,288229,236116
1381406,-c,236116,288229
1381407,+c,283378,236134
1381408,-c,236134,283378
1381409,+c,268776,236132
1381410,-c,236132,268776
1381411,+c,284016,236137
1381412,-c,236137,284016
1381413,+c,284016,236136
1381414,-c,236136,284016
1381417,+c,280577,236131
1381418,-c,236131,280577
1381421,+c,459596,236127
1381422,-c,236127,459596
1381423,+c,460066,236140
1381424,-c,236140,460066
1381425,+c,318035,236179
1381426,-c,236179,318035
1381427,+c,318035,236180
1381428,-c,236180,318035
1381429,+c,464661,236180
1381430,-c,236180,464661
1381431,+c,464381,236183
1381432,-c,236183,464381
1381433,+c,375721,236187
1381434,-c,236187,375721
1381435,+c,300505,236194
1381436,-c,236194,300505
1381437,+c,377709,236189
1381438,-c,236189,377709
1381439,+c,464661,236190
1381440,-c,236190,464661
1381441,+c,378212,236191
1381442,-c,236191,378212
1381443,+c,464672,236192
1381444,-c,236192,464672
1381445,+c,461536,236149
1381446,-c,236149,461536
1381447,+c,461471,236147
1381448,-c,236147,461471
1381449,+c,336139,236163
1381450,-c,236163,336139
1381451,+c,333912,236159
1381452,-c,236159,333912
1381453,+c,333912,236160
1381454,-c,236160,333912
1381455,+c,334802,236162
1381456,-c,236162,334802
